"Angola"," Lower respiratory infections","44[ 36–52]","44[ 36–52]","45[ 37–52]","49[ 40–57]","53[ 42–62]","46[ 37–54]"
"Angola"," Trachea, bronchus, lung cancers","0[ 0–0]","0[ 0–0]","0[ 0–0]","1[ 1–1]","1[ 1–1]","1[ 0–1]"
"Angola"," Ischaemic heart disease","11[ 9–12]","10[ 9–12]","11[ 9–12]","33[ 28–38]","33[ 28–38]","32[ 27–37]"
"Angola"," Stroke","8[ 6–9]","6[ 5–8]","9[ 7–10]","23[ 19–27]","21[ 17–25]","25[ 20–30]"
"Angola"," Chronic obstructive pulmonary disease","4[ 3–5]","3[ 2–5]","4[ 3–5]","13[ 10–16]","13[ 7–18]","14[ 10–16]"
"Antigua and Barbuda"," Total","28[ 24–34]","31[ 26–37]","26[ 21–31]","30[ 25–36]","37[ 31–44]","24[ 20–29]"
"Antigua and Barbuda"," Lower respiratory infections","6[ 3–9]","7[ 3–10]","5[ 3–8]","6[ 3–9]","8[ 4–12]","4[ 2–7]"
"Antigua and Barbuda"," Trachea, bronchus, lung cancers","1[ 0–1]","1[ 0–1]","0[ 0–1]","1[ 0–1]","1[ 0–1]","0[ 0–1]"
"Antigua and Barbuda"," Ischaemic heart disease","13[ 10–17]","15[ 12–19]","11[ 8–14]","14[ 11–18]","18[ 14–22]","11[ 8–14]"
"Antigua and Barbuda"," Stroke","6[ 4–9]","6[ 4–8]","7[ 5–10]","6[ 5–9]","7[ 5–9]","6[ 4–9]"
"Antigua and Barbuda"," Chronic obstructive pulmonary disease","2[ 1–4]","3[ 1–5]","2[ 1–3]","3[ 1–4]","4[ 2–6]","2[ 1–3]"
"Argentina"," Total","37[ 28–49]","39[ 30–51]","35[ 26–48]","27[ 20–35]","36[ 27–47]","20[ 14–27]"
"Argentina"," Lower respiratory infections","10[ 4–18]","10[ 4–17]","11[ 5–19]","7[ 3–12]","9[ 4–15]","6[ 2–10]"
"Argentina"," Trachea, bronchus, lung cancers","2[ 1–4]","3[ 1–5]","1[ 1–2]","2[ 1–3]","3[ 1–5]","1[ 0–2]"
"Argentina"," Ischaemic heart disease","13[ 9–17]","15[ 11–18]","12[ 8–17]","10[ 7–13]","14[ 10–17]","7[ 4–9]"
"Argentina"," Stroke","5[ 3–8]","5[ 3–7]","4[ 3–8]","3[ 2–6]","4[ 3–7]","3[ 2–5]"
"Argentina"," Chronic obstructive pulmonary disease","7[ 3–12]","7[ 3–12]","7[ 3–11]","5[ 2–8]","7[ 3–11]","4[ 2–6]"
"Armenia"," Total","81[ 64–102]","94[ 77–117]","69[ 52–90]","55[ 44–69]","78[ 64–96]","38[ 29–50]"
"Armenia"," Lower respiratory infections","3[ 2–4]","3[ 2–5]","3[ 2–4]","2[ 2–3]","3[ 2–4]","2[ 1–3]"
"Armenia"," Trachea, bronchus, lung cancers","9[ 5–13]","15[ 8–22]","3[ 2–5]","6[ 4–10]","12[ 7–18]","2[ 1–3]"
"Armenia"," Ischaemic heart disease","50[ 36–65]","56[ 43–69]","45[ 31–63]","34[ 25–44]","46[ 36–57]","24[ 17–34]"
"Armenia"," Stroke","10[ 7–15]","10[ 7–14]","10[ 7–16]","7[ 5–10]","8[ 6–11]","6[ 4–9]"
"Armenia"," Chronic obstructive pulmonary disease","9[ 5–13]","10[ 6–15]","8[ 4–12]","6[ 3–9]","8[ 4–12]","4[ 2–6]"
"Australia"," Total","17[ 12–24]","18[ 13–24]","16[ 11–24]","8[ 6–12]","10[ 7–14]","7[ 4–10]"
"Australia"," Lower respiratory infections","1[ 0–3]","1[ 0–2]","1[ 0–3]","1[ 0–1]","1[ 0–1]","1[ 0–1]"
"Australia"," Trachea, bronchus, lung cancers","2[ 1–3]","2[ 1–3]","1[ 1–2]","1[ 0–2]","1[ 0–2]","1[ 0–1]"
"Australia"," Ischaemic heart disease","8[ 5–12]","9[ 6–13]","7[ 4–11]","4[ 2–6]","5[ 4–8]","3[ 1–5]"
"Australia"," Stroke","3[ 1–8]","2[ 1–6]","3[ 1–10]","1[ 0–4]","1[ 1–3]","1[ 0–4]"
"Australia"," Chronic obstructive pulmonary disease","3[ 1–6]","3[ 1–7]","3[ 1–6]","2[ 0–3]","2[ 1–4]","1[ 0–3]"
"Austria"," Total","39[ 28–51]","39[ 30–49]","38[ 26–52]","15[ 11–20]","19[ 15–24]","12[ 8–16]"
"Austria"," Lower respiratory infections","2[ 1–3]","1[ 1–3]","2[ 1–3]","1[ 0–1]","1[ 0–1]","0[ 0–1]"
"Austria"," Trachea, bronchus, lung cancers","4[ 2–6]","4[ 2–7]","3[ 1–4]","2[ 1–3]","2[ 1–4]","1[ 1–2]"
"Austria"," Ischaemic heart disease","24[ 15–33]","24[ 16–31]","24[ 13–36]","9[ 6–13]","12[ 8–15]","7[ 4–10]"
"Austria"," Stroke","5[ 2–10]","4[ 2–8]","5[ 2–12]","2[ 1–4]","2[ 1–4]","2[ 1–4]"
"Austria"," Chronic obstructive pulmonary disease","5[ 2–10]","6[ 2–11]","5[ 2–9]","2[ 1–4]","3[ 1–5]","2[ 1–3]"
"Azerbaijan"," Total","55[ 43–73]","60[ 48–79]","50[ 38–67]","64[ 50–85]","80[ 64–105]","51[ 39–69]"
"Azerbaijan"," Lower respiratory infections","3[ 2–5]","3[ 2–5]","3[ 1–5]","3[ 2–5]","3[ 2–5]","3[ 2–5]"
"Azerbaijan"," Trachea, bronchus, lung cancers","2[ 1–3]","3[ 1–5]","1[ 0–1]","2[ 1–3]","3[ 1–5]","1[ 0–1]"
"Azerbaijan"," Ischaemic heart disease","38[ 29–49]","42[ 33–55]","33[ 24–45]","44[ 33–58]","57[ 44–73]","34[ 25–46]"
"Azerbaijan"," Stroke","9[ 6–13]","9[ 6–12]","10[ 6–14]","11[ 8–16]","12[ 9–17]","10[ 7–14]"
"Azerbaijan"," Chronic obstructive pulmonary disease","3[ 2–5]","3[ 2–5]","3[ 2–6]","4[ 2–6]","5[ 2–8]","3[ 2–6]"
"Bahamas"," Total","22[ 18–26]","24[ 21–28]","19[ 15–23]","20[ 17–24]","26[ 22–30]","15[ 12–19]"
"Bahamas"," Lower respiratory infections","4[ 2–6]","4[ 2–6]","4[ 2–6]","4[ 2–6]","4[ 2–7]","3[ 1–5]"
"Bahamas"," Trachea, bronchus, lung cancers","1[ 1–2]","2[ 1–3]","1[ 0–1]","1[ 1–2]","2[ 1–3]","1[ 0–1]"
"Bahamas"," Ischaemic heart disease","11[ 8–13]","13[ 10–15]","9[ 7–12]","10[ 8–12]","13[ 11–16]","7[ 5–9]"
"Bahamas"," Stroke","5[ 4–7]","5[ 4–7]","5[ 3–8]","4[ 3–7]","5[ 4–7]","4[ 3–6]"
"Bahamas"," Chronic obstructive pulmonary disease","1[ 0–2]","1[ 1–2]","1[ 0–1]","1[ 0–2]","2[ 1–3]","1[ 0–1]"
"Bahrain"," Total","15[ 14–17]","16[ 14–17]","15[ 13–17]","40[ 36–45]","45[ 40–49]","35[ 31–39]"
"Bahrain"," Lower respiratory infections","2[ 1–2]","2[ 1–2]","2[ 2–2]","5[ 4–6]","5[ 4–6]","4[ 3–5]"
"Bahrain"," Trachea, bronchus, lung cancers","1[ 1–2]","2[ 1–2]","1[ 1–1]","4[ 3–5]","5[ 4–7]","3[ 2–3]"
"Bahrain"," Ischaemic heart disease","9[ 8–11]","10[ 8–11]","8[ 7–10]","23[ 19–26]","25[ 21–28]","20[ 16–23]"
"Bahrain"," Stroke","1[ 1–2]","1[ 1–2]","2[ 1–2]","4[ 3–5]","4[ 3–4]","4[ 3–5]"
"Bahrain"," Chronic obstructive pulmonary disease","1[ 1–2]","1[ 1–2]","2[ 1–2]","5[ 3–7]","6[ 4–8]","4[ 3–6]"
"Bangladesh"," Total","103[ 94–112]","112[ 98–123]","95[ 87–102]","149[ 136–162]","161[ 142–178]","137[ 126–147]"
"Bangladesh"," Lower respiratory infections","13[ 11–15]","14[ 11–16]","13[ 11–14]","16[ 13–18]","16[ 14–18]","15[ 13–17]"
"Bangladesh"," Trachea, bronchus, lung cancers","5[ 4–6]","7[ 5–8]","2[ 2–3]","7[ 5–8]","11[ 8–13]","3[ 3–4]"
"Bangladesh"," Ischaemic heart disease","31[ 28–35]","35[ 31–40]","27[ 24–30]","46[ 40–51]","51[ 45–58]","40[ 35–45]"
"Bangladesh"," Stroke","28[ 24–33]","27[ 23–31]","30[ 26–34]","42[ 36–48]","40[ 35–46]","44[ 38–51]"
"Bangladesh"," Chronic obstructive pulmonary disease","25[ 19–29]","27[ 17–35]","22[ 18–25]","38[ 29–46]","43[ 27–56]","34[ 28–39]"
"Barbados"," Total","57[ 46–69]","60[ 50–71]","54[ 43–67]","31[ 25–37]","39[ 32–46]","25[ 20–31]"
"Barbados"," Lower respiratory infections","19[ 11–28]","19[ 11–28]","19[ 11–28]","10[ 6–15]","12[ 7–18]","9[ 5–13]"
"Barbados"," Trachea, bronchus, lung cancers","2[ 1–3]","2[ 1–4]","2[ 1–3]","1[ 1–2]","2[ 1–2]","1[ 0–1]"
"Barbados"," Ischaemic heart disease","18[ 14–23]","20[ 15–24]","17[ 12–22]","10[ 8–13]","13[ 10–16]","8[ 6–10]"
"Barbados"," Stroke","13[ 9–21]","13[ 10–19]","13[ 8–23]","7[ 5–11]","9[ 6–12]","6[ 4–11]"
"Barbados"," Chronic obstructive pulmonary disease","4[ 2–6]","5[ 3–8]","3[ 2–5]","2[ 1–3]","3[ 2–5]","1[ 1–2]"
"Belarus"," Total","110[ 86–139]","121[ 99–148]","100[ 72–135]","61[ 47–77]","94[ 77–115]","40[ 28–54]"
"Belarus"," Lower respiratory infections","2[ 1–3]","3[ 1–4]","1[ 0–1]","1[ 1–2]","2[ 1–3]","0[ 0–1]"
"Belarus"," Trachea, bronchus, lung cancers","4[ 2–7]","8[ 4–13]","1[ 1–2]","3[ 1–4]","6[ 3–10]","1[ 0–1]"
"Belarus"," Ischaemic heart disease","83[ 61–109]","88[ 69–111]","78[ 52–109]","45[ 33–60]","69[ 53–86]","30[ 20–42]"
"Belarus"," Stroke","17[ 12–26]","16[ 12–22]","18[ 11–29]","10[ 7–14]","13[ 9–17]","7[ 5–12]"
"Belarus"," Chronic obstructive pulmonary disease","4[ 2–6]","6[ 3–10]","2[ 1–3]","2[ 1–3]","5[ 2–8]","1[ 0–1]"
"Belgium"," Total","39[ 30–51]","42[ 33–53]","37[ 27–49]","16[ 12–20]","21[ 16–26]","12[ 9–16]"
"Belgium"," Lower respiratory infections","6[ 2–12]","6[ 2–11]","7[ 3–12]","2[ 1–4]","3[ 1–5]","2[ 1–3]"
"Belgium"," Trachea, bronchus, lung cancers","5[ 2–8]","7[ 3–11]","3[ 1–5]","2[ 1–4]","4[ 2–6]","1[ 1–2]"
"Belgium"," Ischaemic heart disease","15[ 9–20]","16[ 11–20]","14[ 8–20]","6[ 4–8]","8[ 6–10]","4[ 2–6]"
"Belgium"," Stroke","6[ 3–12]","5[ 3–9]","6[ 3–15]","2[ 1–4]","2[ 1–4]","2[ 1–4]"
"Belgium"," Chronic obstructive pulmonary disease","8[ 3–14]","9[ 4–17]","7[ 3–12]","3[ 1–6]","4[ 2–8]","2[ 1–4]"
"Belize"," Total","35[ 29–42]","42[ 35–50]","28[ 23–33]","69[ 57–81]","83[ 68–98]","55[ 45–65]"
"Belize"," Lower respiratory infections","9[ 6–12]","10[ 7–13]","8[ 6–11]","17[ 13–23]","19[ 14–26]","16[ 11–21]"
"Belize"," Trachea, bronchus, lung cancers","2[ 1–3]","4[ 2–5]","1[ 1–2]","4[ 3–6]","7[ 4–10]","2[ 1–3]"
"Belize"," Ischaemic heart disease","14[ 11–17]","17[ 14–21]","11[ 9–14]","28[ 22–33]","33[ 26–40]","22[ 17–27]"
"Belize"," Stroke","6[ 5–8]","7[ 5–9]","5[ 4–7]","12[ 9–15]","13[ 10–17]","11[ 8–14]"
"Belize"," Chronic obstructive pulmonary disease","4[ 2–5]","5[ 3–7]","2[ 2–3]","7[ 5–11]","10[ 6–15]","5[ 3–6]"
"Benin"," Total","119[ 107–129]","115[ 102–127]","123[ 111–133]","205[ 184–223]","219[ 195–241]","193[ 174–209]"
"Benin"," Lower respiratory infections","70[ 59–79]","70[ 59–79]","70[ 59–78]","92[ 78–104]","105[ 88–118]","83[ 70–93]"
"Benin"," Trachea, bronchus, lung cancers","0[ 0–0]","0[ 0–0]","0[ 0–0]","1[ 0–1]","1[ 0–1]","1[ 0–1]"
"Benin"," Ischaemic heart disease","22[ 19–24]","21[ 19–24]","22[ 19–25]","51[ 45–57]","56[ 49–62]","47[ 41–53]"
"Benin"," Stroke","18[ 15–20]","15[ 13–17]","20[ 17–23]","40[ 35–46]","37[ 32–42]","42[ 36–48]"
"Benin"," Chronic obstructive pulmonary disease","8[ 6–10]","7[ 4–9]","9[ 7–10]","20[ 16–24]","21[ 12–28]","20[ 16–22]"
"Bhutan"," Total","88[ 66–106]","87[ 65–107]","89[ 67–108]","124[ 95–151]","120[ 90–148]","130[ 99–158]"
"Bhutan"," Lower respiratory infections","15[ 11–19]","14[ 10–17]","16[ 12–20]","20[ 14–25]","18[ 13–22]","22[ 16–27]"
"Bhutan"," Trachea, bronchus, lung cancers","2[ 1–3]","2[ 1–3]","3[ 2–3]","3[ 2–4]","3[ 2–4]","4[ 2–5]"
"Bhutan"," Ischaemic heart disease","37[ 28–45]","39[ 29–48]","34[ 25–42]","51[ 38–63]","52[ 39–64]","49[ 37–61]"
"Bhutan"," Stroke","13[ 10–17]","12[ 9–16]","15[ 10–19]","20[ 14–25]","17[ 13–22]","22[ 16–28]"
"Bhutan"," Chronic obstructive pulmonary disease","20[ 13–26]","19[ 11–28]","20[ 14–26]","31[ 20–41]","30[ 17–43]","33[ 22–42]"
"Bolivia (Plurinational State of)"," Total","55[ 46–65]","59[ 49–69]","52[ 43–62]","64[ 53–76]","72[ 60–86]","56[ 46–66]"
"Bolivia (Plurinational State of)"," Lower respiratory infections","19[ 14–25]","21[ 15–27]","18[ 13–23]","21[ 15–27]","24[ 18–31]","18[ 13–23]"
"Bolivia (Plurinational State of)"," Trachea, bronchus, lung cancers","1[ 1–1]","1[ 1–1]","1[ 1–2]","1[ 1–2]","1[ 1–2]","1[ 1–2]"
"Bolivia (Plurinational State of)"," Ischaemic heart disease","19[ 15–23]","21[ 17–26]","17[ 13–21]","23[ 18–28]","28[ 22–33]","19[ 15–23]"
"Bolivia (Plurinational State of)"," Stroke","8[ 7–11]","8[ 7–10]","9[ 7–11]","10[ 8–13]","11[ 8–13]","10[ 8–13]"
"Bolivia (Plurinational State of)"," Chronic obstructive pulmonary disease","7[ 5–10]","7[ 4–10]","7[ 5–10]","8[ 5–11]","9[ 5–13]","7[ 5–10]"
"Bosnia and Herzegovina"," Total","159[ 117–204]","168[ 122–213]","151[ 109–197]","80[ 58–102]","101[ 73–128]","62[ 45–81]"
"Bosnia and Herzegovina"," Lower respiratory infections","5[ 3–6]","5[ 3–6]","5[ 3–6]","3[ 2–3]","3[ 2–4]","2[ 2–3]"
"Bosnia and Herzegovina"," Trachea, bronchus, lung cancers","19[ 12–27]","30[ 18–42]","9[ 6–13]","11[ 6–15]","18[ 11–26]","5[ 3–6]"
"Bosnia and Herzegovina"," Ischaemic heart disease","76[ 54–102]","77[ 56–100]","76[ 50–103]","38[ 27–50]","46[ 34–61]","30[ 20–41]"
"Bosnia and Herzegovina"," Stroke","42[ 28–59]","37[ 25–51]","47[ 31–66]","21[ 14–29]","22[ 15–31]","20[ 13–28]"
"Bosnia and Herzegovina"," Chronic obstructive pulmonary disease","16[ 10–21]","18[ 10–27]","13[ 8–17]","8[ 5–10]","11[ 6–16]","5[ 3–7]"
"Botswana"," Total","53[ 42–64]","53[ 42–65]","53[ 42–64]","101[ 80–123]","120[ 94–147]","88[ 70–106]"
"Botswana"," Lower respiratory infections","19[ 14–24]","20[ 15–26]","17[ 12–22]","31[ 22–39]","39[ 28–50]","25[ 18–32]"
"Botswana"," Trachea, bronchus, lung cancers","1[ 0–1]","1[ 1–2]","0[ 0–0]","1[ 1–2]","2[ 2–3]","1[ 0–1]"
"Botswana"," Ischaemic heart disease","16[ 12–19]","13[ 10–17]","18[ 14–22]","32[ 25–40]","32[ 24–39]","32[ 24–40]"
"Botswana"," Stroke","10[ 7–12]","8[ 6–10]","11[ 8–14]","20[ 15–25]","20[ 15–25]","19[ 15–25]"
"Botswana"," Chronic obstructive pulmonary disease","8[ 5–11]","10[ 5–14]","6[ 4–8]","17[ 11–23]","27[ 15–41]","11[ 8–14]"
"Brazil"," Total","31[ 24–41]","34[ 27–44]","28[ 22–38]","30[ 24–39]","37[ 30–49]","24[ 19–32]"
"Brazil"," Lower respiratory infections","7[ 4–12]","7[ 4–12]","7[ 4–12]","7[ 4–11]","8[ 4–13]","6[ 3–10]"
"Brazil"," Trachea, bronchus, lung cancers","2[ 1–3]","2[ 1–3]","1[ 1–2]","2[ 1–3]","2[ 1–3]","1[ 1–2]"
"Brazil"," Ischaemic heart disease","12[ 9–15]","14[ 11–17]","10[ 7–13]","11[ 9–14]","15[ 11–18]","8[ 6–11]"
"Brazil"," Stroke","6[ 4–9]","6[ 4–9]","6[ 4–9]","5[ 4–8]","6[ 5–9]","5[ 3–8]"
"Brazil"," Chronic obstructive pulmonary disease","5[ 3–8]","5[ 2–9]","5[ 2–7]","5[ 2–8]","6[ 3–10]","4[ 2–6]"
"Brunei Darussalam"," Total","9[ 6–11]","10[ 7–13]","7[ 5–10]","13[ 10–18]","15[ 11–20]","11[ 8–15]"
"Brunei Darussalam"," Lower respiratory infections","1[ 0–2]","1[ 0–2]","0[ 0–1]","1[ 0–3]","1[ 0–4]","1[ 0–2]"
"Brunei Darussalam"," Trachea, bronchus, lung cancers","0[ 0–1]","0[ 0–1]","0[ 0–1]","1[ 0–1]","1[ 0–2]","0[ 0–1]"
"Brunei Darussalam"," Ischaemic heart disease","5[ 3–7]","6[ 4–8]","4[ 2–5]","7[ 5–10]","9[ 6–11]","6[ 4–8]"
"Brunei Darussalam"," Stroke","2[ 1–3]","2[ 1–3]","2[ 1–3]","3[ 2–5]","3[ 2–4]","3[ 2–5]"
"Brunei Darussalam"," Chronic obstructive pulmonary disease","1[ 0–2]","1[ 0–2]","1[ 0–2]","2[ 0–4]","2[ 0–5]","2[ 0–4]"
"Bulgaria"," Total","141[ 103–230]","153[ 116–249]","129[ 89–218]","62[ 45–101]","82[ 62–134]","45[ 31–76]"
"Bulgaria"," Lower respiratory infections","5[ 2–9]","6[ 3–11]","4[ 2–8]","3[ 1–5]","4[ 2–7]","2[ 1–4]"
"Bulgaria"," Trachea, bronchus, lung cancers","8[ 4–19]","13[ 6–30]","3[ 1–8]","4[ 2–10]","7[ 3–17]","2[ 1–4]"
"Bulgaria"," Ischaemic heart disease","79[ 54–122]","84[ 61–128]","74[ 48–118]","35[ 24–54]","45[ 33–69]","26[ 16–41]"
"Bulgaria"," Stroke","37[ 22–65]","35[ 23–58]","38[ 21–72]","15[ 9–27]","18[ 12–30]","13[ 7–24]"
"Bulgaria"," Chronic obstructive pulmonary disease","12[ 5–21]","15[ 7–27]","9[ 4–17]","5[ 2–9]","7[ 3–14]","3[ 1–6]"
"Burkina Faso"," Total","93[ 84–101]","89[ 80–97]","96[ 87–105]","206[ 186–225]","223[ 199–244]","194[ 175–211]"
"Burkina Faso"," Lower respiratory infections","55[ 47–62]","55[ 46–62]","55[ 47–62]","90[ 77–101]","101[ 85–113]","84[ 71–93]"
"Burkina Faso"," Trachea, bronchus, lung cancers","1[ 0–1]","1[ 0–1]","1[ 0–1]","1[ 1–2]","2[ 1–2]","1[ 1–1]"
"Burkina Faso"," Ischaemic heart disease","21[ 18–23]","20[ 18–22]","21[ 19–24]","66[ 59–74]","73[ 65–82]","61[ 53–68]"
"Burkina Faso"," Stroke","11[ 10–13]","9[ 8–10]","13[ 11–15]","33[ 29–37]","31[ 26–35]","34[ 30–39]"
"Burkina Faso"," Chronic obstructive pulmonary disease","4[ 3–5]","4[ 2–5]","5[ 4–6]","15[ 12–18]","17[ 9–22]","14[ 12–16]"
"Burundi"," Total","100[ 91–109]","103[ 92–112]","98[ 89–106]","180[ 163–195]","187[ 168–205]","173[ 157–187]"
"Burundi"," Lower respiratory infections","61[ 52–68]","63[ 54–71]","59[ 50–65]","76[ 65–85]","81[ 69–91]","72[ 61–80]"
"Burundi"," Trachea, bronchus, lung cancers","0[ 0–1]","0[ 0–0]","0[ 0–1]","1[ 1–1]","1[ 1–1]","1[ 1–1]"
"Burundi"," Ischaemic heart disease","17[ 15–19]","18[ 16–20]","16[ 14–18]","45[ 40–50]","48[ 43–53]","42[ 37–47]"
"Burundi"," Stroke","14[ 13–16]","13[ 11–15]","16[ 14–18]","38[ 33–42]","34[ 30–38]","40[ 35–45]"
"Burundi"," Chronic obstructive pulmonary disease","7[ 5–8]","7[ 4–9]","6[ 5–7]","20[ 15–24]","23[ 13–30]","17[ 14–20]"
"Cabo Verde"," Total","69[ 56–91]","67[ 54–88]","71[ 57–96]","99[ 81–132]","120[ 98–159]","85[ 69–115]"
"Cabo Verde"," Lower respiratory infections","23[ 17–31]","25[ 19–33]","22[ 16–29]","33[ 24–44]","43[ 32–58]","25[ 19–34]"
"Cabo Verde"," Trachea, bronchus, lung cancers","1[ 0–1]","1[ 0–1]","0[ 0–1]","1[ 1–1]","1[ 1–2]","1[ 0–1]"
"Cabo Verde"," Ischaemic heart disease","27[ 20–37]","25[ 19–34]","28[ 21–40]","40[ 30–56]","47[ 36–65]","35[ 26–50]"
"Cabo Verde"," Stroke","11[ 8–16]","10[ 7–14]","12[ 9–17]","16[ 12–24]","19[ 14–26]","15[ 11–22]"
"Cabo Verde"," Chronic obstructive pulmonary disease","6[ 5–9]","6[ 3–8]","7[ 5–10]","10[ 7–13]","11[ 6–15]","9[ 6–13]"
"Cambodia"," Total","87[ 80–95]","84[ 76–92]","90[ 82–99]","150[ 136–163]","164[ 147–180]","140[ 126–152]"
"Cambodia"," Lower respiratory infections","29[ 24–33]","28[ 24–33]","29[ 24–33]","45[ 38–51]","48[ 40–55]","42[ 36–48]"
"Cambodia"," Trachea, bronchus, lung cancers","4[ 3–5]","6[ 4–7]","3[ 2–4]","7[ 6–9]","11[ 8–14]","5[ 4–5]"
"Cambodia"," Ischaemic heart disease","21[ 18–24]","23[ 20–26]","19[ 17–22]","37[ 32–41]","45[ 39–51]","31[ 26–34]"
"Cambodia"," Stroke","25[ 21–29]","18[ 15–21]","31[ 26–36]","45[ 38–52]","38[ 31–43]","50[ 42–58]"
"Cambodia"," Chronic obstructive pulmonary disease","8[ 6–10]","9[ 4–12]","7[ 6–8]","16[ 11–19]","22[ 11–29]","12[ 10–14]"
"Cameroon"," Total","118[ 103–131]","124[ 108–138]","111[ 98–123]","208[ 182–231]","228[ 199–255]","190[ 167–209]"
"Cameroon"," Lower respiratory infections","69[ 57–79]","75[ 62–86]","63[ 53–71]","97[ 80–110]","110[ 91–126]","85[ 71–96]"
"Cameroon"," Trachea, bronchus, lung cancers","0[ 0–1]","1[ 0–1]","0[ 0–0]","1[ 1–1]","1[ 1–1]","1[ 1–1]"
"Cameroon"," Ischaemic heart disease","21[ 18–24]","23[ 20–26]","19[ 16–21]","50[ 44–56]","57[ 50–64]","43[ 37–50]"
"Cameroon"," Stroke","17[ 14–19]","15[ 13–18]","18[ 15–21]","38[ 33–44]","36[ 31–42]","40[ 34–46]"
"Cameroon"," Chronic obstructive pulmonary disease","9[ 7–10]","8[ 5–11]","9[ 7–10]","22[ 17–26]","24[ 15–30]","21[ 17–24]"
"Canada"," Total","15[ 10–21]","16[ 11–21]","14[ 9–20]","7[ 5–10]","9[ 6–12]","5[ 3–8]"
"Canada"," Lower respiratory infections","1[ 0–3]","1[ 0–2]","1[ 0–3]","0[ 0–1]","0[ 0–1]","0[ 0–1]"
"Canada"," Trachea, bronchus, lung cancers","2[ 0–3]","2[ 0–4]","1[ 0–3]","1[ 0–2]","1[ 0–2]","1[ 0–2]"
"Canada"," Ischaemic heart disease","8[ 5–11]","9[ 6–13]","6[ 3–11]","4[ 2–6]","5[ 3–7]","2[ 1–4]"
"Canada"," Stroke","2[ 1–5]","2[ 1–4]","2[ 1–7]","1[ 0–2]","1[ 0–2]","1[ 0–2]"
"Canada"," Chronic obstructive pulmonary disease","3[ 1–6]","3[ 1–6]","2[ 0–5]","1[ 0–3]","1[ 0–3]","1[ 0–2]"
"Central African Republic"," Total","141[ 128–153]","138[ 124–151]","144[ 131–155]","212[ 193–229]","221[ 198–241]","204[ 185–219]"
